symbol,date,returns,year
FWRD,2020-12-31,0.11271842470376048,2020
FWRD,2021-12-30,0.5795987362159392,2021
FYBR,2021-12-30,0.10983298293755173,2021
GBLI,2013-12-31,0.09429055392873775,2013
GBLI,2014-12-31,0.12134384710025725,2014
GBLI,2015-12-31,0.02291173947026981,2015
GBLI,2016-12-30,0.31667777076262493,2016
GBLI,2017-12-29,0.09971222009707548,2017
GBLI,2018-12-31,-0.1139247294725716,2018
GBLI,2019-12-31,-0.15367438673817801,2019
GBLI,2020-12-31,0.006745676764361885,2020
GBLI,2021-12-30,-0.0898652213678035,2021
GBX,2013-12-31,1.025909351356988,2013
GBX,2014-12-31,0.6439941749504461,2014
GBX,2015-12-31,-0.3842390849877596,2015
GBX,2016-12-30,0.3109778518001318,2016
GBX,2017-12-29,0.30818132437000134,2017
GBX,2018-12-31,-0.24336464484541687,2018
GBX,2019-12-31,-0.1552159692659848,2019
GBX,2020-12-31,0.17619309514433779,2020
GBX,2021-12-30,0.28287114007895053,2021
GCI,2014-12-31,1.3249443662169855,2014
GCI,2015-12-31,-0.11913763722387005,2015
GCI,2016-12-30,-0.10654549469098773,2016
GCI,2017-12-29,0.15862328232974154,2017
GCI,2018-12-31,-0.2427278830241777,2018
GCI,2019-12-31,-0.3540531091863873,2019
GCI,2020-12-31,-0.47335423197492166,2020
GCI,2021-12-30,0.5565476190476193,2021
GCO,2013-12-31,0.3039443031223328,2013
GCO,2014-12-31,0.04872714340890072,2014
GCO,2015-12-31,-0.2582876562925741,2015
GCO,2016-12-30,0.09273263794711806,2016
GCO,2017-12-29,-0.47665054675203045,2017
GCO,2018-12-31,0.36307689230769236,2018
GCO,2019-12-31,0.081715554891999,2019
GCO,2020-12-31,-0.3720784378997679,2020
GCO,2021-12-30,1.1379196410767696,2021
GD,2013-12-31,0.3714276574078479,2013
GD,2014-12-31,0.47259849395123155,2014
GD,2015-12-31,0.017691720715795833,2015
GD,2016-12-30,0.28456252179700714,2016
GD,2017-12-29,0.19854497766383172,2017
GD,2018-12-31,-0.21340910704935656,2018
GD,2019-12-31,0.14795175626479362,2019
GD,2020-12-31,-0.13140087537188683,2020
GD,2021-12-30,0.4313359026574586,2021
GDP,2016-12-30,0.03333333333333344,2016
GDP,2017-12-29,-0.1201612903225806,2017
GDP,2018-12-31,0.2373968835930338,2018
GDP,2019-12-31,-0.25629629629629636,2019
GDP,2020-12-31,0.004980079681274896,2020
GDP,2021-12-30,1.2814667988107038,2021
GE,2013-12-31,0.3559841275928164,2013
GE,2014-12-31,-0.0666387113846143,2014
GE,2015-12-31,0.2752961502446798,2015
GE,2016-12-30,0.04616970118963315,2016
GE,2017-12-29,-0.4291618303313125,2017
GE,2018-12-31,-0.5538979828712951,2018
GE,2019-12-31,0.5393668053113563,2019
GE,2020-12-31,-0.027347235502253042,2020
GE,2021-12-30,0.09952325157946174,2021
GEO,2013-12-31,0.1874901238506983,2013
GEO,2014-12-31,0.3369274043621022,2014
GEO,2015-12-31,-0.23007712572694738,2015
GEO,2016-12-30,0.36055130782920286,2016
GEO,2017-12-29,0.050764185215139035,2017
GEO,2018-12-31,-0.09349096115581301,2018
GEO,2019-12-31,-0.06802133851781533,2019
GEO,2020-12-31,-0.39132954474630843,2020
GEO,2021-12-30,-0.10273561035480305,2021
GFF,2013-12-31,0.12934400148921443,2013
GFF,2014-12-31,0.017818973488725076,2014
GFF,2015-12-31,0.35179320812470216,2015
GFF,2016-12-30,0.4896288934009312,2016
GFF,2017-12-29,-0.21431575232715272,2017
GFF,2018-12-31,-0.4491609440717991,2018
GFF,2019-12-31,0.9776059187568638,2019
GFF,2020-12-31,0.01831187807499224,2020
GFF,2021-12-30,0.4119818492716336,2021
GFGY,2014-12-31,1.3225806451612905,2014
GFGY,2015-12-31,-0.02083333333333337,2015
GFGY,2016-12-30,-0.3049645390070922,2016
GFGY,2017-12-29,0.26530612244897966,2017
GFGY,2018-12-31,0.032258064516129004,2018
GFGY,2019-12-31,-0.4375,2019
GFGY,2020-12-31,0,2020
GFGY,2021-12-30,-0.33333333333333337,2021
GHL,2013-12-31,0.10781334001422804,2013
GHL,2014-12-31,-0.21917783368519228,2014
GHL,2015-12-31,-0.30808036377194636,2015
GHL,2016-12-30,0.04716583898884141,2016
GHL,2017-12-29,-0.24377627498819354,2017
GHL,2018-12-31,0.261606425893224,2018
GHL,2019-12-31,-0.2915814148744038,2019
GHL,2020-12-31,-0.2770802638971612,2020
GHL,2021-12-30,0.5176791684786395,2021
GIFI,2013-12-31,-0.05309179084990956,2013
GIFI,2014-12-31,-0.14823486466925562,2014
GIFI,2015-12-31,-0.44331423888886046,2015
GIFI,2016-12-30,0.14301750877733155,2016
GIFI,2017-12-29,0.13264485730741038,2017
GIFI,2018-12-31,-0.46239761727475803,2018
GIFI,2019-12-31,-0.2977839335180055,2019
GIFI,2020-12-31,-0.39644970414201186,2020
GIFI,2021-12-30,0.29738562091503273,2021
GILD,2013-12-31,1.0010657433964503,2013
GILD,2014-12-31,0.25512655848760213,2014
GILD,2015-12-31,0.08632087172344005,2015
GILD,2016-12-30,-0.2759447640430963,2016
GILD,2017-12-29,0.02957329959174415,2017
GILD,2018-12-31,-0.09919869155320604,2018
GILD,2019-12-31,0.07880624888299503,2019
GILD,2020-12-31,-0.06700388519508027,2020
GILD,2021-12-30,0.31297261129505416,2021
GIM,2013-12-31,-0.09985317727618448,2013
GIM,2014-12-31,-0.012669372159143766,2014
GIM,2015-12-31,-0.07727285672626161,2015
GIM,2016-12-30,0.07002111847035852,2016
GIM,2017-12-29,0.04134101748597718,2017
GIM,2018-12-31,-0.012177025676038178,2018
GIM,2019-12-31,0.08561358512355266,2019
GIM,2020-12-31,-0.06604845771546075,2020
GIM,2021-12-30,0.01862089637470299,2021
GLAE,2013-12-31,0.10377358490566047,2013
GLAE,2014-12-31,-0.19017094017094016,2014
GLAE,2015-12-31,-0.6385224274406333,2015
GLAE,2016-12-30,-0.4014598540145985,2016
GLAE,2017-12-29,-0.8865853658536585,2017
GLAE,2018-12-31,-0.8387096774193549,2018
GLAE,2019-12-31,7.333333333333334,2019
GLAE,2020-12-31,-0.799960008,2020
GLAE,2021-12-30,-0.9266146741297611,2021
GLO,2013-12-31,0.1819160510693436,2013
GLO,2014-12-31,0.09781482626230287,2014
GLO,2015-12-31,-0.09874207905662036,2015
GLO,2016-12-30,-0.03254754946802596,2016
GLO,2017-12-29,0.3487403940101923,2017
GLO,2018-12-31,-0.15397840486522218,2018
GLO,2019-12-31,0.2821411591387917,2019
GLO,2020-12-31,0.33035570881698795,2020
GLO,2021-12-30,0.07037040812594042,2021
GLPI,2013-12-31,0.23325243266356144,2013
GLPI,2014-12-31,-0.17837091543296746,2014
GLPI,2015-12-31,0.01574683677912203,2015
GLPI,2016-12-30,0.18832421439015334,2016
GLPI,2017-12-29,0.29779784100407847,2017
GLPI,2018-12-31,-0.05890266642641695,2018
GLPI,2019-12-31,0.4287994575009524,2019
GLPI,2020-12-31,0.02310763147541084,2020
GLPI,2021-12-30,0.21718815273160152,2021
GLQ,2013-12-31,0.2866393291695186,2013
GLQ,2014-12-31,0.023067997817712627,2014
GLQ,2015-12-31,-0.04551582178086333,2015
GLQ,2016-12-30,0.0010376300110053194,2016
GLQ,2017-12-29,0.32838344607716197,2017
GLQ,2018-12-31,-0.09728425144855424,2018
GLQ,2019-12-31,0.23956969284232876,2019
GLQ,2020-12-31,0.28223145733550825,2020
GLQ,2021-12-30,0.05982965264002105,2021
GLV,2013-12-31,0.21898000658339978,2013
GLV,2014-12-31,0.0657287175633563,2014
GLV,2015-12-31,0.008542993748282823,2015
GLV,2016-12-30,0.0041386517269781375,2016
GLV,2017-12-29,0.22355429836784024,2017
GLV,2018-12-31,-0.16209508537833106,2018
GLV,2019-12-31,0.222784972884297,2019
GLV,2020-12-31,0.07990522000226452,2020
GLV,2021-12-30,0.14134202390369488,2021
GM,2013-12-31,0.40302085870136506,2013
GM,2014-12-31,-0.11563334657985658,2014
GM,2015-12-31,0.015181103854956302,2015
GM,2016-12-30,0.07456435402320416,2016
GM,2017-12-29,0.22511547955311473,2017
GM,2018-12-31,-0.1505639590848623,2018
GM,2019-12-31,0.14018347677296994,2019
GM,2020-12-31,0.15158386758179065,2020
GM,2021-12-30,0.39601350614825903,2021
GME,2013-12-31,0.9792099853555154,2013
GME,2014-12-31,-0.29111492245341797,2014
GME,2015-12-31,-0.13974535688222467,2015
GME,2016-12-30,-0.05074452564998366,2016
GME,2017-12-29,-0.2365501606685526,2017
GME,2018-12-31,-0.22171358963790622,2018
GME,2019-12-31,-0.5018790955697389,2019
GME,2020-12-31,2.098684210526316,2020
GME,2021-12-30,7.244692250530786,2021
GNTX,2013-12-31,0.7664753608013821,2013
GNTX,2014-12-31,0.11752809881934367,2014
GNTX,2015-12-31,-0.09625896140134094,2015
GNTX,2016-12-30,0.2572319409867716,2016
GNTX,2017-12-29,0.0844237852881462,2017
GNTX,2018-12-31,-0.016440761250528513,2018
GNTX,2019-12-31,0.4629479501880298,2019
GNTX,2020-12-31,0.192261923065699,2020
GNTX,2021-12-30,0.038240046344833134,2021
GOED,2020-12-31,-0.053932584269662964,2020
GOED,2021-12-30,-0.7137767220902613,2021
GOOGL,2013-12-31,0.5495470666073643,2013
GOOGL,2014-12-31,-0.05394020979551695,2014
GOOGL,2015-12-31,0.46611775823536616,2015
GOOGL,2016-12-30,0.018560175080523766,2016
GOOGL,2017-12-29,0.3292952338298407,2017
GOOGL,2018-12-31,-0.008012210753471583,2018
GOOGL,2019-12-31,0.28176204351240197,2019
GOOGL,2020-12-31,0.3085359718767202,2020
GOOGL,2021-12-30,0.6683460294041044,2021
GPN,2013-12-31,0.41106194380361316,2013
GPN,2014-12-31,0.24358461918157603,2014
GPN,2015-12-31,0.5993475503794385,2015
GPN,2016-12-30,0.0766005880372449,2016
GPN,2017-12-29,0.444853178724097,2017
GPN,2018-12-31,0.02918391298607448,2018
GPN,2019-12-31,0.7725196374537053,2019
GPN,2020-12-31,0.18512945866433128,2020
GPN,2021-12-30,-0.3639221665458978,2021
GPOR,2021-12-30,0.003289993281288428,2021
GPRO,2014-12-31,1.0172304084237398,2014
GPRO,2015-12-31,-0.7151218014058557,2015
GPRO,2016-12-30,-0.5163797890061077,2016
GPRO,2017-12-29,-0.13088404133180254,2017
GPRO,2018-12-31,-0.439894319682959,2018
GPRO,2019-12-31,0.023584905660377187,2019
GPRO,2020-12-31,0.9078341013824884,2020
GPRO,2021-12-30,0.2657004830917875,2021
GS,2013-12-31,0.36409186659495196,2013
GS,2014-12-31,0.10785284431324005,2014
GS,2015-12-31,-0.05789596546543874,2015
GS,2016-12-30,0.34923124046232856,2016
GS,2017-12-29,0.07734063609301511,2017
GS,2018-12-31,-0.3352525315781678,2018
GS,2019-12-31,0.40479012105099077,2019
GS,2020-12-31,0.17453720003682593,2020
GS,2021-12-30,0.48757255451864623,2021
GSAT,2013-12-31,4.46875,2013
GSAT,2014-12-31,0.5714285714285714,2014
GSAT,2015-12-31,-0.47636363636363643,2015
GSAT,2016-12-30,0.09722222222222232,2016
GSAT,2017-12-29,-0.1708860759493671,2017
GSAT,2018-12-31,-0.5114503816793894,2018
GSAT,2019-12-31,-0.1875,2019
GSAT,2020-12-31,-0.34615384615384615,2020
GSAT,2021-12-30,2.38235294117647,2021
GT,2013-12-31,0.706465313751639,2013
GT,2014-12-31,0.20860608310214857,2014
GT,2015-12-31,0.15366314160216832,2015
GT,2016-12-30,-0.04522129942906272,2016
GT,2017-12-29,0.060666032759624455,2017
GT,2018-12-31,-0.3537864103372361,2018
GT,2019-12-31,-0.20864083790392485,2019
GT,2020-12-31,-0.29046492822119485,2020
GT,2021-12-30,0.9413382218148487,2021
GTIM,2013-12-31,0.06329113924050622,2013
GTIM,2014-12-31,1.7619047619047619,2014
GTIM,2015-12-31,-0.31034482758620696,2015
GTIM,2016-12-30,-0.34375,2016
GTIM,2017-12-29,-0.15873015873015872,2017
GTIM,2018-12-31,-0.05660377358490565,2018
GTIM,2019-12-31,-0.364,2019
GTIM,2020-12-31,0.7924528301886793,2020
GTIM,2021-12-30,0.5508771929824561,2021
GTN,2013-12-31,5.49781595509742,2013
GTN,2014-12-31,-0.2473118257563447,2014
GTN,2015-12-31,0.45535690251223304,2015
GTN,2016-12-30,-0.3343557124545955,2016
GTN,2017-12-29,0.5437787026795813,2017
GTN,2018-12-31,-0.11999997575848675,2018
GTN,2019-12-31,0.4545455797598794,2019
GTN,2020-12-31,-0.16557851323406547,2020
GTN,2021-12-30,0.1546986361391962,2021
GWRE,2013-12-31,0.5905996758508913,2013
GWRE,2014-12-31,0.03179133890360708,2014
GWRE,2015-12-31,0.18822829965972154,2015
GWRE,2016-12-30,-0.18001991356382974,2016
GWRE,2017-12-29,0.5053719641041166,2017
GWRE,2018-12-31,0.08039322433629881,2018
GWRE,2019-12-31,0.3681913610298633,2019
GWRE,2020-12-31,0.1727247838040844,2020
GWRE,2021-12-30,-0.12149460487826003,2021
HAE,2013-12-31,0,2013
HAE,2014-12-31,-0.11179688792316911,2014
HAE,2015-12-31,-0.13842854828586582,2015
HAE,2016-12-30,0.24689821669365908,2016
HAE,2017-12-29,0.44477613321452414,2017
HAE,2018-12-31,0.7226239592760346,2018
HAE,2019-12-31,0.1484257726608964,2019
HAE,2020-12-31,0.03350737974747808,2020
HAE,2021-12-30,-0.548968412631579,2021
HALL,2013-12-31,-0.0671563483735571,2013
HALL,2014-12-31,0.35995500562429683,2014
HALL,2015-12-31,-0.033085194375516935,2015
HALL,2016-12-30,-0.0051325919589391145,2016
HALL,2017-12-29,-0.10318142734307834,2017
HALL,2018-12-31,0.024928092042185934,2018
HALL,2019-12-31,0.6435921421889617,2019
HALL,2020-12-31,-0.7973819009675583,2020
HALL,2021-12-30,0.22191011235955038,2021
HBIO,2013-12-31,0.38997737590015835,2013
HBIO,2014-12-31,0.20638297872340416,2014
HBIO,2015-12-31,-0.3880070546737213,2015
HBIO,2016-12-30,-0.12103746397694537,2016
HBIO,2017-12-29,0.08196721311475419,2017
HBIO,2018-12-31,-0.036363636363636265,2018
HBIO,2019-12-31,-0.04088050314465419,2019
HBIO,2020-12-31,0.4065573770491804,2020
HBIO,2021-12-30,0.6713286713286712,2021
HCA,2013-12-31,0.5242812606794804,2013
HCA,2014-12-31,0.5382515857232393,2014
HCA,2015-12-31,-0.07848454253275472,2015
HCA,2016-12-30,0.09448429252617774,2016
HCA,2017-12-29,0.1867065779536814,2017
HCA,2018-12-31,0.43371005924349193,2018
HCA,2019-12-31,0.2024474911822478,2019
HCA,2020-12-31,0.11885738517024658,2020
HCA,2021-12-30,0.5831161156335409,2021
HCSG,2013-12-31,0.23609710115459337,2013
HCSG,2014-12-31,0.1168646324160858,2014
HCSG,2015-12-31,0.15148770170220915,2015
HCSG,2016-12-30,0.14569165948645413,2016
HCSG,2017-12-29,0.3677582552555101,2017
HCSG,2018-12-31,-0.2239233640426529,2018
HCSG,2019-12-31,-0.37756460344568676,2019
HCSG,2020-12-31,0.19524782300857102,2020
HCSG,2021-12-30,-0.35991839916033075,2021
HD,2013-12-31,0.3240693480685275,2013
HD,2014-12-31,0.3023731919277488,2014
HD,2015-12-31,0.28523933522357003,2015
HD,2016-12-30,0.03541474087852858,2016
HD,2017-12-29,0.44612833424922216,2017
HD,2018-12-31,-0.07295513163361234,2018
HD,2019-12-31,0.3055981734438078,2019
HD,2020-12-31,0.24501663487953218,2020
HD,2021-12-30,0.5755740214234095,2021
HE,2013-12-31,0.05595779754934971,2013
HE,2014-12-31,0.3493543543053501,2014
HE,2015-12-31,-0.09976019606319497,2015
HE,2016-12-30,0.18980382961967912,2016
HE,2017-12-29,0.1342210859129389,2017
HE,2018-12-31,0.04967007450994698,2018
HE,2019-12-31,0.3191295170139463,2019
HE,2020-12-31,-0.21895482177015535,2020
HE,2021-12-30,0.215586958025342,2021
HES,2013-12-31,0.55979558583381706,2013
HES,2014-12-31,-0.09983148822735899,2014
HES,2015-12-31,-0.33211886937233415,2015
HES,2016-12-30,0.30905996444752026,2016
HES,2017-12-29,-0.2205942618528337,2017
HES,2018-12-31,-0.13143960943993183,2018
HES,2019-12-31,0.677103443946782,2019
HES,2020-12-31,-0.19144528657276527,2020
HES,2021-12-30,0.41942986092408363,2021
HEWA,2013-12-31,-0.9125,2013
HEWA,2014-12-31,-0.7428571428571429,2014
HEWA,2015-12-31,0.7777777777777779,2015
HEWA,2016-12-30,0.8124999999999998,2016
HEWA,2017-12-29,0.5517241379310347,2017
HEWA,2018-12-31,-0.4,2018
HEWA,2019-12-31,-0.33333333333333337,2019
HEWA,2020-12-31,-0.16666666666666663,2020
HEWA,2021-12-30,0,2021
HFC,2013-12-31,0.13830986825902203,2013
HFC,2014-12-31,-0.1913784257032013,2014
HFC,2015-12-31,0.09620277091781437,2015
HFC,2016-12-30,-0.1409448578924929,2016
HFC,2017-12-29,0.6327942857080011,2017
HFC,2018-12-31,0.01994406299475915,2018
HFC,2019-12-31,0.01940708595918772,2019
HFC,2020-12-31,-0.4647285515627535,2020
HFC,2021-12-30,0.27506158730956876,2021
HII,2013-12-31,1.0594992493254574,2013
HII,2014-12-31,0.26137495460099713,2014
HII,2015-12-31,0.14347183272572983,2015
HII,2016-12-30,0.47173402109355345,2016
HII,2017-12-29,0.29478806308429606,2017
HII,2018-12-31,-0.1821313648539612,2018
HII,2019-12-31,0.34003076201634763,2019
HII,2020-12-31,-0.30457679969595153,2020
HII,2021-12-30,0.11207818094096567,2021
HIL,2013-12-31,-0.01985111662531014,2013
HIL,2014-12-31,-0.027848101265822822,2014
HIL,2015-12-31,0.01041666666666674,2015
HIL,2016-12-30,0.12113402061855671,2016
HIL,2017-12-29,0.25287356321839094,2017
HIL,2018-12-31,-0.4348623853211009,2018
HIL,2019-12-31,0.025974025974025983,2019
HIL,2020-12-31,-0.39240506329113933,2020
HIL,2021-12-30,-0.00520833333333337,2021
HIVE,2013-12-31,-0.25,2013
HIVE,2014-12-31,-0.33333333333333326,2014
HIVE,2015-12-31,0,2015
HIVE,2016-12-30,2.5000000000000004,2016
HIVE,2017-12-29,38.14285714285714,2017
HIVE,2018-12-31,-0.927007299270073,2018
HIVE,2019-12-31,-0.6499999999999999,2019
HIVE,2020-12-31,25.999999999999996,2020
HIVE,2021-12-30,0.39682539682539697,2021
HIX,2013-12-31,0.011261320670199249,2013
HIX,2014-12-31,0.010316507304647393,2014
HIX,2015-12-31,-0.15034730330566137,2015
HIX,2016-12-30,0.2557673719212692,2016
HIX,2017-12-29,0.07151964531850452,2017
HIX,2018-12-31,-0.09916261325858611,2018
HIX,2019-12-31,0.2732108909106761,2019
HIX,2020-12-31,0.12373229793393126,2020
HIX,2021-12-30,0.09070825479891909,2021
HL,2013-12-31,-0.49296503404526903,2013
HL,2014-12-31,-0.09052401815688582,2014
HL,2015-12-31,-0.31918684901221295,2015
HL,2016-12-30,1.7802154090106677,2016
HL,2017-12-29,-0.24051848286356636,2017
HL,2018-12-31,-0.40328592514082007,2018
HL,2019-12-31,0.44586719729174473,2019
HL,2020-12-31,0.9191814119749775,2020
HL,2021-12-30,-0.2006446994517198,2021
HMST,2013-12-31,-0.22289621374811985,2013
HMST,2014-12-31,-0.12414763361426484,2014
HMST,2015-12-31,0.24698459482515012,2015
HMST,2016-12-30,0.4555506094178612,2016
HMST,2017-12-29,-0.0838608376685287,2017
HMST,2018-12-31,-0.26666670998316866,2018
HMST,2019-12-31,0.6015073060668408,2019
HMST,2020-12-31,0.013520348032812102,2020
HMST,2021-12-30,0.565407199205348,2021
HON,2013-12-31,0.4411957035138163,2013
HON,2014-12-31,0.11548443440807388,2014
HON,2015-12-31,0.058018010862768143,2015
HON,2016-12-30,0.14942205614239779,2016
HON,2017-12-29,0.3509966102408111,2017
HON,2018-12-31,-0.08266278547696515,2018
HON,2019-12-31,0.36695130863797276,2019
HON,2020-12-31,0.22972754177907495,2020
HON,2021-12-30,-0.009642247549269789,2021
HP,2013-12-31,0.5016074138209596,2013
HP,2014-12-31,-0.1755576216143242,2014
HP,2015-12-31,-0.17120174599302018,2015
HP,2016-12-30,0.5171328223924394,2016
HP,2017-12-29,-0.12245611127164302,2017
HP,2018-12-31,-0.22583292935771204,2018
HP,2019-12-31,0.004933218997593691,2019
HP,2020-12-31,-0.4427673111117758,2020
HP,2021-12-30,0.07668665668509922,2021
HPQ,2013-12-31,0.9079153603532506,2013
HPQ,2014-12-31,0.4600702267963068,2014
HPQ,2015-12-31,-0.33281492663453693,2015
HPQ,2016-12-30,0.3015291116513812,2016
HPQ,2017-12-29,0.45691687291040783,2017
HPQ,2018-12-31,-0.0020927371854282395,2018
HPQ,2019-12-31,0.038727384500673034,2019
HPQ,2020-12-31,0.24105187220975277,2020
HPQ,2021-12-30,0.5758264959508772,2021
HRL,2013-12-31,0.43559311226565534,2013
HRL,2014-12-31,0.17276839239893294,2014
HRL,2015-12-31,0.544652111929022,2015
HRL,2016-12-30,-0.10619167420643039,2016
HRL,2017-12-29,0.06717713710568085,2017
HRL,2018-12-31,0.19690019009672066,2018
HRL,2019-12-31,0.07849545234041844,2019
HRL,2020-12-31,0.05389087944259563,2020
HRL,2021-12-30,0.06464364062619632,2021
HRTH,2013-12-31,0.3334248361743555,2013
HRTH,2014-12-31,0.038108670309239256,2014
HRTH,2015-12-31,-0.5520416909990544,2015
HRTH,2016-12-30,-0.5211511956537527,2016
HRTH,2017-12-29,-0.3717218543046358,2017
HRTH,2018-12-31,-0.7449140929693265,2018
HRTH,2019-12-31,0.4793388429752068,2019
HRTH,2020-12-31,-0.23184357541899447,2020
HRTH,2021-12-30,1.8000000000000003,2021
HTLD,2013-12-31,0.48204188344201304,2013
HTLD,2014-12-31,0.3813764313976189,2014
HTLD,2015-12-31,-0.3674192408281116,2015
HTLD,2016-12-30,0.20124507248455292,2016
HTLD,2017-12-29,0.15064673337101664,2017
HTLD,2018-12-31,-0.21280847085552834,2018
HTLD,2019-12-31,0.15493577683863236,2019
HTLD,2020-12-31,-0.13649931455778208,2020
HTLD,2021-12-30,-0.03261277746528335,2021
HUM,2013-12-31,0.527266981367511,2013
HUM,2014-12-31,0.40356088860081574,2014
HUM,2015-12-31,0.2506948889181184,2015
HUM,2016-12-30,0.14852118751424426,2016
HUM,2017-12-29,0.2260397988921068,2017
HUM,2018-12-31,0.16272312758106788,2018
HUM,2019-12-31,0.28936558695881853,2019
HUM,2020-12-31,0.12708494592459152,2020
HUM,2021-12-30,0.14391926002544841,2021
HUN,2013-12-31,0.5524929753174315,2013
HUN,2014-12-31,-0.05606802566529079,2014
HUN,2015-12-31,-0.4851759035877087,2015
HUN,2016-12-30,0.7341879216616425,2016
HUN,2017-12-29,0.7792695276789732,2017
HUN,2018-12-31,-0.4063542405447529,2018
HUN,2019-12-31,0.28989055943395003,2019
HUN,2020-12-31,0.07541691463426825,2020
HUN,2021-12-30,0.41814710257965304,2021
HWBK,2013-12-31,0.6150919956673633,2013
HWBK,2014-12-31,0.2378412518090134,2014
HWBK,2015-12-31,0.12071247760182269,2015
HWBK,2016-12-30,0.13978730890982893,2016
HWBK,2017-12-29,0.18816277977226248,2017
HWBK,2018-12-31,0.07169968331350085,2018
HWBK,2019-12-31,0.23569954115826275,2019
HWBK,2020-12-31,-0.11968753678020838,2020
HWBK,2021-12-30,0.18297168667045116,2021
HWM,2016-12-30,-0.014971802140211099,2016
HWM,2017-12-29,0.48402232621637764,2017
HWM,2018-12-31,-0.37430324786138125,2018
HWM,2019-12-31,0.8354467109913968,2019
HWM,2020-12-31,-0.07187944937306423,2020
HWM,2021-12-30,0.11007175786148538,2021
HZN,2015-12-31,-0.36184615384615393,2015
HZN,2016-12-30,1.3143683702989395,2016
HZN,2017-12-29,-0.4158333333333334,2017
HZN,2018-12-31,-0.8980028530670471,2018
HZN,2019-12-31,1.4405594405594409,2019
HZN,2020-12-31,1.461318051575931,2020
HZN,2021-12-30,-0.05820721769499415,2021
IBM,2013-12-31,-0.026178972679995693,2013
IBM,2014-12-31,-0.12387130442047656,2014
IBM,2015-12-31,-0.11422310459947793,2015
IBM,2016-12-30,0.25210836811284376,2016
IBM,2017-12-29,-0.03987856337114426,2017
IBM,2018-12-31,-0.22557971421149803,2018
IBM,2019-12-31,0.235760563379531,2019
IBM,2020-12-31,-0.011626025581274346,2020
IBM,2021-12-30,0.16871034601959312,2021
IBP,2014-12-31,0.3921873435606331,2014
IBP,2015-12-31,0.3933782559061043,2015
IBP,2016-12-30,0.6633105456472872,2016
IBP,2017-12-29,0.8389828693182766,2017
IBP,2018-12-31,-0.5564186602515173,2018
IBP,2019-12-31,1.0442268614581827,2019
IBP,2020-12-31,0.4800347225277164,2020
IBP,2021-12-30,0.3750882056858609,2021
ICE,2013-12-31,0.8058852346437393,2013
ICE,2014-12-31,-0.01239414612149825,2014
ICE,2015-12-31,0.1829139638616888,2015
ICE,2016-12-30,0.11496667672607108,2016
ICE,2017-12-29,0.26604996853836105,2017
ICE,2018-12-31,0.08108272947248252,2018
ICE,2019-12-31,0.24470623214594345,2019
ICE,2020-12-31,0.261522175368363,2020
ICE,2021-12-30,0.19949381851581216,2021
IEX,2013-12-31,0.5659834236297578,2013
IEX,2014-12-31,0.0698362718484602,2014
IEX,2015-12-31,3.6697234773419574e-4,2015
IEX,2016-12-30,0.19501809225019073,2016
IEX,2017-12-29,0.48531755761182915,2017
IEX,2018-12-31,-0.03159992638207754,2018
IEX,2019-12-31,0.37944751266169074,2019
IEX,2020-12-31,0.17219785464137027,2020
IEX,2021-12-30,0.19364047823536978,2021
IGT,2013-12-31,0.270369184221283,2013
IGT,2014-12-31,-0.023811925793428612,2014
IGT,2015-12-31,-0.03277605057377431,2015
IGT,2016-12-30,0.639500736008769,2016
IGT,2017-12-29,0.07757978925471365,2017
IGT,2018-12-31,-0.4268627337142744,2018
IGT,2019-12-31,0.08596255382686557,2019
IGT,2020-12-31,0.1680408898359531,2020
IGT,2021-12-30,0.695891459140968,2021
ILG,2013-12-31,0.5360046281971049,2013
ILG,2014-12-31,-0.31067143199020586,2014
ILG,2015-12-31,-0.2354576396248761,2015
ILG,2016-12-30,0.20032162587415225,2016
ILG,2017-12-29,0.6069919707999654,2017
ILG,2018-09-05,0.2107642937851184,2018
IMBI,2013-12-31,2.7989131521739132,2013
IMBI,2014-12-31,-0.05722460494350201,2014
IMBI,2015-12-31,-0.7298938018241639,2015
IMBI,2016-12-30,-0.15730332344400688,2016
IMBI,2017-12-29,-0.06666666666666665,2017
IMBI,2018-12-31,-0.7142857142857143,2018
IMBI,2019-12-31,-0.0024999999999999467,2019
IMBI,2020-12-31,0.19799498746867172,2020
IMBI,2021-12-30,0.07740585774058584,2021
IMMR,2013-12-31,0.4436717663421419,2013
IMMR,2014-12-31,-0.08766859344894029,2014
IMMR,2015-12-31,0.23125659978880675,2015
IMMR,2016-12-30,-0.08833619210977695,2016
IMMR,2017-12-29,-0.3358419567262465,2017
IMMR,2018-12-31,0.26912181303116167,2018
IMMR,2019-12-31,-0.17075892857142871,2019
IMMR,2020-12-31,0.5195154777927322,2020
IMMR,2021-12-30,-0.4818423383525243,2021
INCY,2013-12-31,1.9782353529411765,2013
INCY,2014-12-31,0.44400552154838,2014
INCY,2015-12-31,0.4833811450775387,2015
INCY,2016-12-30,-0.07542646589469237,2016
INCY,2017-12-29,-0.055450265945455324,2017
INCY,2018-12-31,-0.32858198002937355,2018
INCY,2019-12-31,0.37317188237144183,2019
INCY,2020-12-31,-0.003893689876316997,2020
INCY,2021-12-30,-0.14796506732702686,2021
INN,2013-12-31,-0.0189488562298622,2013
INN,2014-12-31,0.44724049685176115,2014
INN,2015-12-31,-0.02190865144564369,2015
INN,2016-12-30,0.34142242336692186,2016
