symbol,year,date_form,returns,cum_holding_sum,cum_G_holding_sum,cum_S_holding_sum,cum_E_holding_sum
CPSH,2018,2018-12-31,-0.25903614457831325,NA,NA,NA,NA
CPSH,2019,2019-12-31,-0.17886178861788615,NA,NA,NA,NA
CPSH,2020,2020-12-31,1.7524752475247525,NA,NA,NA,NA
CPSI,2014,2014-12-31,0.01858341003499108,NA,NA,NA,NA
CPSI,2015,2015-12-31,-0.13573650797846626,NA,NA,NA,NA
CPSI,2016,2016-12-31,-0.5028318250475878,NA,NA,NA,NA
CPSI,2017,2017-12-31,0.311116556239998,1,1,0,0
CPSI,2018,2018-12-31,-0.15301498344023468,NA,NA,NA,NA
CPSI,2019,2019-12-31,0.06782096586048003,NA,NA,NA,NA
CPSI,2020,2020-12-31,0.02838870073624422,NA,NA,NA,NA
CPSI,2021,2021-12-31,0.09873323397913558,NA,NA,NA,NA
CPWR,2009,2009-12-31,NA,NA,NA,NA,NA
CPWR,2010,2010-12-31,NA,NA,NA,NA,NA
CPWR,2011,2011-12-31,NA,NA,NA,NA,NA
CPWR,2012,2012-12-31,NA,0,0,0,0
CPWR,2013,2013-12-31,NA,NA,NA,NA,NA
CPWR,2014,2014-12-31,NA,NA,NA,NA,NA
CPWR,2015,2015-12-31,NA,NA,NA,NA,NA
CPWR,2016,2016-12-31,NA,NA,NA,NA,NA
CQB,2010,2010-12-31,NA,NA,NA,NA,NA
CQB,2011,2011-12-31,NA,NA,NA,NA,NA
CQB,2012,2012-12-31,NA,NA,NA,NA,NA
CQB,2013,2013-12-31,NA,0,0,0,0
CQB,2014,2014-12-31,NA,NA,NA,NA,NA
CQB,2015,2015-12-31,NA,NA,NA,NA,NA
CQB,2016,2016-12-31,NA,NA,NA,NA,NA
CQB,2017,2017-12-31,NA,NA,NA,NA,NA
CRCM,2016,2016-12-31,NA,NA,NA,NA,NA
CRCM,2017,2017-12-31,NA,NA,NA,NA,NA
CRCM,2018,2018-12-31,NA,NA,NA,NA,NA
CRCM,2019,2019-12-31,NA,0,0,0,0
CRCM,2020,2020-12-31,NA,NA,NA,NA,NA
CRCM,2021,2021-12-31,NA,NA,NA,NA,NA
CRDF,2010,2010-12-31,-0.30666666975308643,NA,NA,NA,NA
CRDF,2011,2011-12-31,0.05769233911009786,NA,NA,NA,NA
CRDF,2012,2012-12-31,1.0939392947658426,NA,NA,NA,NA
CRDF,2013,2013-12-31,-0.17171715878117377,0,0,0,0
CRDF,2014,2014-12-31,-0.2508710638087278,NA,NA,NA,NA
CRDF,2015,2015-12-31,0.2558138903912035,NA,NA,NA,NA
CRDF,2016,2016-12-31,-0.6111111068244168,NA,NA,NA,NA
CRDF,2017,2017-12-31,-0.8523809494520029,NA,NA,NA,NA
CRM,2013,2013-12-31,0.28971195887129775,NA,NA,NA,NA
CRM,2014,2014-12-31,0.07465124251950073,NA,NA,NA,NA
CRM,2015,2015-12-31,0.32186816182990796,NA,NA,NA,NA
CRM,2016,2016-12-31,-0.12678574931669018,0,0,0,0
CRM,2017,2017-12-31,0.49328081351564146,0,0,0,0
CRM,2018,2018-12-31,0.3398219405314895,NA,NA,NA,NA
CRM,2019,2019-12-31,0.1874132862129423,NA,NA,NA,NA
CRM,2020,2020-12-31,0.3682365984274263,NA,NA,NA,NA
CRM,2021,2021-12-31,0.1473958708821097,NA,NA,NA,NA
CSCO,2008,2008-12-31,-0.3978574027627808,NA,NA,NA,NA
CSCO,2009,2009-12-31,0.4687121123625644,NA,NA,NA,NA
CSCO,2010,2010-12-31,-0.1549707787856125,NA,NA,NA,NA
CSCO,2011,2011-12-31,-0.09617179811075338,0,0,0,0
CSCO,2012,2012-12-31,0.1046957576644032,0,0,0,0
CSCO,2013,2013-12-31,0.12766858794915548,NA,NA,NA,NA
CSCO,2014,2014-12-31,0.2797588292971036,NA,NA,NA,NA
CSCO,2015,2015-12-31,0.00619498837202359,NA,NA,NA,NA
CSCO,2016,2016-12-31,0.1513367128908698,NA,NA,NA,NA
CSS,2013,2013-12-31,NA,NA,NA,NA,NA
CSS,2014,2014-12-31,NA,NA,NA,NA,NA
CSS,2015,2015-12-31,NA,NA,NA,NA,NA
CSS,2016,2016-12-31,NA,0,0,0,0
CSS,2017,2017-12-31,NA,0,0,0,0
CSS,2018,2018-12-31,NA,0,0,0,0
CSS,2019,2019-12-31,NA,0,0,0,0
CSS,2020,2020-12-31,NA,NA,NA,NA,NA
CSS,2021,2021-12-31,NA,NA,NA,NA,NA
CTAS,2018,2018-12-31,0.09035590079347355,NA,NA,NA,NA
CTAS,2019,2019-12-31,0.6173276238378183,NA,NA,NA,NA
CTAS,2020,2020-12-31,0.327397355737302,NA,NA,NA,NA
CTAS,2021,2021-12-31,0.2547621672539351,0,0,0,0
CTG,2016,2016-12-31,-0.33999825358207725,NA,NA,NA,NA
CTG,2017,2017-12-31,0.21140142517814708,NA,NA,NA,NA
CTG,2018,2018-12-31,-0.19999999999999996,NA,NA,NA,NA
CTG,2019,2019-12-31,0.26960784313725483,8.2,8.2,0,0
CTG,2020,2020-12-31,0.18146718146718155,NA,NA,NA,NA
CTG,2021,2021-12-31,0.5947712418300652,NA,NA,NA,NA
CTLP,2009,2009-12-31,-0.23222748815165872,NA,NA,NA,NA
CTLP,2010,2010-12-31,-0.3641975308641976,NA,NA,NA,NA
CTLP,2011,2011-12-31,0.08737864077669921,NA,NA,NA,NA
CTLP,2012,2012-12-31,0.5267857142857142,4.3,4.3,0,0
CTLP,2013,2013-12-31,-0.04232804232804221,4.3,4.3,0,0
CTLP,2014,2014-12-31,-0.11049723756906071,4.3,4.3,0,0
CTLP,2015,2015-12-31,0.9130434782608694,4.3,4.3,0,0
CTLP,2016,2016-12-31,0.39610389610389607,4.3,4.3,0,0
CTLP,2017,2017-12-31,1.2674418604651163,4.3,4.3,0,0
CTLP,2018,2018-12-31,-0.6010256410256409,21.21,21.21,0,0
CTLP,2019,2019-12-31,0.9023136246786632,21.21,21.21,0,0
CTLP,2020,2020-12-31,0.4162162162162162,22.21,22.21,0,0
CTLP,2021,2021-12-31,-0.17461832061068705,NA,NA,NA,NA
CTRA,1996,1996-12-31,0.17093989743589755,NA,NA,NA,NA
CTRA,1997,1997-12-31,0.13503699504513733,NA,NA,NA,NA
CTRA,1998,1998-12-31,-0.2282959787429497,NA,NA,NA,NA
CTRA,1999,1999-12-31,0.07083359999999983,0.22,0.22,0,0
CTRA,2000,2000-12-31,1.1054849620253164,0.22,0.22,0,0
CTRA,2001,2001-12-31,-0.22885748827029917,0.22,0.22,0,0
CTRA,2002,2002-12-31,0.03035325898490493,0.22,0.22,0,0
CTRA,2003,2003-12-31,0.1844227602905568,0.22,0.22,0,0
CTRA,2004,2004-12-31,0.5076663042816087,0.22,0.22,0,0
CTRA,2005,2005-12-31,0.528813559322034,0.22,0.22,0,0
CTRA,2006,2006-12-31,0.3447893569844789,0.22,0.22,0,0
CTRA,2007,2007-12-31,0.3312448474855729,0.22,0.22,0,0
CTRA,2008,2008-12-31,-0.355957394104533,0.22,0.22,0,0
CTRA,2009,2009-12-31,0.6765384615384618,0.22,0.22,0,0
CTRA,2010,2010-12-31,-0.1316815783436568,0.22,0.22,0,0
CTRA,2011,2011-12-31,1.0052840158520475,0.22,0.22,0,0
CTRA,2012,2012-12-31,0.286693069828722,0.22,0.22,0,0
CTRA,2013,2013-12-31,0.5774315935807537,0.22,0.22,0,0
CTRA,2014,2014-12-31,-0.23431674471777977,0.22,0.22,0,0
CTRA,2015,2015-12-31,-0.40078886454850104,NA,NA,NA,NA
CTRA,2016,2016-12-31,0.3253280766289084,NA,NA,NA,NA
CTRA,2017,2017-12-31,0.2326082927496278,NA,NA,NA,NA
CTRA,2018,2018-12-31,-0.21072339680965857,NA,NA,NA,NA
CTSH,2010,2010-12-31,0.6168098839570619,NA,NA,NA,NA
CTSH,2011,2011-12-31,-0.12252679536530786,NA,NA,NA,NA
CTSH,2012,2012-12-31,0.1243973499535358,NA,NA,NA,NA
CTSH,2013,2013-12-31,0.326241482384767,0,0,0,0
CTSH,2014,2014-12-31,0.04297852496611942,0,0,0,0
CTSH,2015,2015-12-31,0.13976486174550606,0,0,0,0
CTSH,2016,2016-12-31,-0.06647803606642488,NA,NA,NA,NA
CTSH,2017,2017-12-31,0.275741616608405,NA,NA,NA,NA
CTSH,2018,2018-12-31,-0.09663259348857112,NA,NA,NA,NA
CTSH,2019,2019-12-31,-0.01072027633311245,NA,NA,NA,NA
CTTC,2014,2014-12-31,-0.5,NA,NA,NA,NA
CTTC,2015,2015-12-31,0.125,NA,NA,NA,NA
CTTC,2016,2016-12-31,0.05555555555555558,NA,NA,NA,NA
CTTC,2017,2017-12-31,-0.42105263157894735,4.97,4.97,0,0
CTTC,2018,2018-12-31,-0.4545454545454546,NA,NA,NA,NA
CTTC,2019,2019-12-31,1.666666666666667,NA,NA,NA,NA
CTTC,2020,2020-12-31,-0.625,NA,NA,NA,NA
CTTC,2021,2021-12-31,-0.8333333333333333,NA,NA,NA,NA
CVGW,2017,2017-12-31,0.3929595423457253,NA,NA,NA,NA
CVGW,2018,2018-12-31,-0.12661386165604738,NA,NA,NA,NA
CVGW,2019,2019-12-31,0.25789884836275934,NA,NA,NA,NA
CVGW,2020,2020-12-31,-0.22138583461340844,0,0,0,0
CVGW,2021,2021-12-31,-0.3543336137638309,NA,NA,NA,NA
CVLY,2018,2018-12-31,-0.2116765284581693,NA,NA,NA,NA
CVLY,2019,2019-12-31,0.1711855892319043,NA,NA,NA,NA
CVLY,2020,2020-12-31,-0.23719989322592072,NA,NA,NA,NA
CVLY,2021,2021-12-31,0.3060673528358995,6.72,6.72,0,0
CVS,2013,2013-12-31,0.4635628356218584,NA,NA,NA,NA
CVS,2014,2014-12-31,0.3656411340751464,NA,NA,NA,NA
CVS,2015,2015-12-31,0.02901212978532319,NA,NA,NA,NA
CVS,2016,2016-12-31,-0.17830346817755094,0,0,0,0
CVS,2017,2017-12-31,-0.05752306175054278,0,0,0,0
CVS,2018,2018-12-31,-0.07036269630653647,0,0,0,0
CVS,2019,2019-12-31,0.17260100548778845,0,0,0,0
CVS,2020,2020-12-31,-0.05141009543717512,0,0,0,0
CVS,2021,2021-12-31,0.5564975274688486,NA,NA,NA,NA
CVX,2011,2011-12-31,0.20280092707447483,NA,NA,NA,NA
CVX,2012,2012-12-31,0.0341957278504259,NA,NA,NA,NA
CVX,2013,2013-12-31,0.1687679637296979,NA,NA,NA,NA
CVX,2014,2014-12-31,-0.06988855751766099,0,0,0,0
CVX,2015,2015-12-31,-0.16170675819184266,0,0,0,0
CVX,2016,2016-12-31,0.3666142359592512,0,0,0,0
CVX,2017,2017-12-31,0.10589619144895446,NA,NA,NA,NA
CVX,2018,2018-12-31,-0.09747425659852071,NA,NA,NA,NA
CVX,2019,2019-12-31,0.15273660833413527,NA,NA,NA,NA
CVX,2020,2020-12-31,-0.25952108052444844,NA,NA,NA,NA
CWST,2006,2006-12-31,-0.04378420641125868,NA,NA,NA,NA
CWST,2007,2007-12-31,0.06623058053965658,NA,NA,NA,NA
CWST,2008,2008-12-31,-0.6871165644171779,NA,NA,NA,NA
CWST,2009,2009-12-31,-0.01470588235294134,0,0,0,0
CWST,2010,2010-12-31,0.7636815920398012,0,0,0,0
CWST,2011,2011-12-31,-0.09732016925246822,0,0,0,0
CWST,2012,2012-12-31,-0.3421875000000001,0,0,0,0
CWST,2013,2013-12-31,0.2860310421286032,0,0,0,0
CWST,2014,2014-12-31,-0.3034482758620689,0,0,0,0
CWST,2015,2015-12-31,0.4801980198019802,4.98,4.98,0,0
CWST,2016,2016-12-31,1.0752508361204014,NA,NA,NA,NA
CWST,2017,2017-12-31,0.8549556809024978,NA,NA,NA,NA
CWST,2018,2018-12-31,0.23761946133796696,NA,NA,NA,NA
CWST,2019,2019-12-31,0.6156545805545806,NA,NA,NA,NA
CY,2014,2014-12-31,NA,NA,NA,NA,NA
CY,2015,2015-12-31,NA,NA,NA,NA,NA
CY,2016,2016-12-31,NA,NA,NA,NA,NA
CY,2017,2017-12-31,NA,0,0,0,0
CY,2018,2018-12-31,NA,NA,NA,NA,NA
CY,2019,2019-12-31,NA,NA,NA,NA,NA
CY,2020,2020-12-31,NA,NA,NA,NA,NA
CY,2021,2021-12-31,NA,NA,NA,NA,NA
CYAN,2011,2011-12-31,1.0562130177514797,NA,NA,NA,NA
CYAN,2012,2012-12-31,-0.31510791366906477,NA,NA,NA,NA
CYAN,2013,2013-12-31,0.0444915254237288,NA,NA,NA,NA
CYAN,2014,2014-12-31,0.4056795131845843,3.7,3.7,0,0
CYAN,2015,2015-12-31,-0.24242424242424243,NA,NA,NA,NA
CYAN,2016,2016-12-31,-0.18095238095238095,NA,NA,NA,NA
CYAN,2017,2017-12-31,-0.09069767441860456,NA,NA,NA,NA
CYAN,2018,2018-12-31,-0.2276214833759591,NA,NA,NA,NA
CYTR,2015,2015-12-31,-0.03284677415773873,NA,NA,NA,NA
CYTR,2016,2016-12-31,-0.8603773584905661,NA,NA,NA,NA
CYTR,2017,2017-12-31,-0.23873873873873885,NA,NA,NA,NA
CYTR,2018,2018-12-31,-0.7337278106508875,0,0,0,0
CYTR,2019,2019-12-31,-0.3555555555555556,0,0,0,0
CYTR,2020,2020-12-31,5.03448275862069,0.13,0.13,0,0
CYTR,2021,2021-12-31,-0.72,NA,NA,NA,NA
CZFC,2014,2014-12-31,NA,NA,NA,NA,NA
CZFC,2015,2015-12-31,NA,NA,NA,NA,NA
CZFC,2016,2016-12-31,NA,NA,NA,NA,NA
CZFC,2017,2017-12-31,NA,0,0,0,0
CZFC,2018,2018-12-31,NA,NA,NA,NA,NA
CZFC,2019,2019-12-31,NA,NA,NA,NA,NA
CZFC,2020,2020-12-31,NA,NA,NA,NA,NA
CZFC,2021,2021-12-31,NA,NA,NA,NA,NA
CZR,2016,2016-12-31,0.5409091818181819,NA,NA,NA,NA
CZR,2017,2017-12-31,0.9557522149998694,NA,NA,NA,NA
CZR,2018,2018-12-31,0.09230759624086904,NA,NA,NA,NA
CZR,2019,2019-12-31,0.647058841399029,0,0,0,0
CZR,2020,2020-12-31,0.2453051348978057,NA,NA,NA,NA
CZR,2021,2021-12-31,0.25205334261693846,NA,NA,NA,NA
D,1996,1996-12-31,0.03115717959300279,NA,NA,NA,NA
D,1997,1997-12-31,0.18420066612439137,NA,NA,NA,NA
D,1998,1998-12-31,0.16841142350240834,NA,NA,NA,NA
D,1999,1999-12-31,-0.10097082841948346,0.77,0.77,0,0
D,2000,2000-12-31,0.8560187807629918,0.77,0.77,0,0
D,2001,2001-12-31,-0.06578280633797062,0.77,0.77,0,0
D,2002,2002-12-31,-0.04550201007280319,0.77,0.77,0,0
D,2003,2003-12-31,0.21357675480198135,0.77,0.77,0,0
D,2004,2004-12-31,0.10506622304296642,0.77,0.77,0,0
D,2005,2005-12-31,0.18218132691496747,0.77,0.77,0,0
D,2006,2006-12-31,0.12564370423641735,0.77,0.77,0,0
D,2007,2007-12-31,0.165099872256669,0.77,0.77,0,0
D,2008,2008-12-31,-0.215651924365062,0.77,0.77,0,0
D,2009,2009-12-31,0.1446804140709399,0.77,0.77,0,0
D,2010,2010-12-31,0.1479469483680067,0.77,0.77,0,0
D,2011,2011-12-31,0.2945811235798588,0.77,0.77,0,0
D,2012,2012-12-31,0.0023767909831307,0.77,0.77,0,0
D,2013,2013-12-31,0.2708278900259764,0.77,0.77,0,0
D,2014,2014-12-31,0.22993599505887288,0.77,0.77,0,0
D,2015,2015-12-31,-0.08763017038147058,0.77,0.77,0,0
D,2016,2016-12-31,0.1766644383493008,0.77,0.77,0,0
D,2017,2017-12-31,0.09913097467071053,NA,NA,NA,NA
D,2018,2018-12-31,-0.07591207371259878,NA,NA,NA,NA
D,2019,2019-12-31,0.2150043471779286,NA,NA,NA,NA
D,2020,2020-12-31,-0.05345723889450038,NA,NA,NA,NA
DAKP,2011,2011-12-31,NA,NA,NA,NA,NA
DAKP,2012,2012-12-31,NA,NA,NA,NA,NA
DAKP,2013,2013-12-31,NA,NA,NA,NA,NA
DAKP,2014,2014-12-31,NA,0,0,0,0
DAKP,2015,2015-12-31,NA,NA,NA,NA,NA
DAKP,2016,2016-12-31,NA,NA,NA,NA,NA
DAKP,2017,2017-12-31,NA,NA,NA,NA,NA
DAKP,2018,2018-12-31,NA,NA,NA,NA,NA
DAN,2010,2010-12-31,0.5876383858882215,NA,NA,NA,NA
DAN,2011,2011-12-31,-0.29401530804346643,NA,NA,NA,NA
DAN,2012,2012-12-31,0.259635176378735,NA,NA,NA,NA
DAN,2013,2013-12-31,0.22390928726761403,0,0,0,0
DAN,2014,2014-12-31,0.11824876512457938,NA,NA,NA,NA
DAN,2015,2015-12-31,-0.3575016164209113,NA,NA,NA,NA
DAN,2016,2016-12-31,0.3998649242021563,NA,NA,NA,NA
DAN,2017,2017-12-31,0.704113560237408,NA,NA,NA,NA
DBD,2013,2013-12-31,0.0925050156530749,NA,NA,NA,NA
DBD,2014,2014-12-31,0.08272679191214305,NA,NA,NA,NA
DBD,2015,2015-12-31,-0.1013741375606173,NA,NA,NA,NA
DBD,2016,2016-12-31,-0.13062705620294557,0,0,0,0
DBD,2017,2017-12-31,-0.33759744458473495,0,0,0,0
DBD,2018,2018-12-31,-0.846648833588857,1.13,1.13,0,0
DBD,2019,2019-12-31,3.240963855421686,NA,NA,NA,NA
DBD,2020,2020-12-31,0.00946969696969701,NA,NA,NA,NA
DBD,2021,2021-12-31,-0.15572232645403383,NA,NA,NA,NA
DD,2010,2010-12-31,0.26145910461372357,NA,NA,NA,NA
DD,2011,2011-12-31,-0.1321673529526861,NA,NA,NA,NA
DD,2012,2012-12-31,0.1421658228026943,NA,NA,NA,NA
DD,2013,2013-12-31,0.3913737733563296,0,0,0,0
DD,2014,2014-12-31,0.05921132680132213,0,0,0,0
DD,2015,2015-12-31,0.1697766531605458,0,0,0,0
DD,2016,2016-12-31,0.15092874936549672,0,0,0,0
DD,2017,2017-12-31,0.27844896015989407,0,0,0,0
DD,2018,2018-12-31,-0.2315382339907318,0,0,0,0
DD,2019,2019-12-31,-0.1401043787474825,0,0,0,0
DD,2020,2020-12-31,0.13284131354170303,0,0,0,0
DD,2021,2021-12-31,0.1448619791179626,NA,NA,NA,NA
DDD,2015,2015-12-31,-0.7356251820999447,NA,NA,NA,NA
DDD,2016,2016-12-31,0.5293440736478712,NA,NA,NA,NA
DDD,2017,2017-12-31,-0.34988713318284415,NA,NA,NA,NA
DDD,2018,2018-12-31,0.17708333333333326,0,0,0,0
DDD,2019,2019-12-31,-0.1396263520157326,NA,NA,NA,NA
DDD,2020,2020-12-31,0.19771428571428573,NA,NA,NA,NA
DDD,2021,2021-12-31,1.076335877862595,NA,NA,NA,NA
DECK,2014,2014-12-31,0.07790672599936932,NA,NA,NA,NA
DECK,2015,2015-12-31,-0.4815465676455781,NA,NA,NA,NA
DECK,2016,2016-12-31,0.17351690310345558,NA,NA,NA,NA
DECK,2017,2017-12-31,0.4488175022353764,0,0,0,0
DECK,2018,2018-12-31,0.5943924859813083,NA,NA,NA,NA
DECK,2019,2019-12-31,0.3197343099586005,NA,NA,NA,NA
DECK,2020,2020-12-31,0.6983299615164633,NA,NA,NA,NA
DECK,2021,2021-12-31,0.2828998022278397,NA,NA,NA,NA
DESTQ,2014,2014-12-31,-0.4452154466756103,NA,NA,NA,NA
DESTQ,2015,2015-12-31,-0.4249676125754439,NA,NA,NA,NA
DESTQ,2016,2016-12-31,-0.3924073244885704,NA,NA,NA,NA
DESTQ,2017,2017-12-31,-0.42553191489361697,7.6,7.6,7.6,0
DESTQ,2018,2018-12-31,-0.0437710437710439,12,10.6,9,0
DESTQ,2019,2019-12-31,-0.9877112676056338,NA,NA,NA,NA
DESTQ,2020,2020-12-31,-0.7249283667621778,NA,NA,NA,NA
DESTQ,2021,2021-12-31,-0.9895833333333334,NA,NA,NA,NA
DFODQ,2010,2010-12-31,NA,NA,NA,NA,NA
DFODQ,2011,2011-12-31,NA,NA,NA,NA,NA
DFODQ,2012,2012-12-31,NA,NA,NA,NA,NA
DFODQ,2013,2013-12-31,NA,0,0,0,0
DFODQ,2014,2014-12-31,NA,0,0,0,0
DFODQ,2015,2015-12-31,NA,0,0,0,0
DFODQ,2016,2016-12-31,NA,0,0,0,0
DFODQ,2017,2017-12-31,NA,0,0,0,0
DFODQ,2018,2018-12-31,NA,0,0,0,0
DFODQ,2019,2019-12-31,NA,0,0,0,0
DFODQ,2020,2020-12-31,NA,NA,NA,NA,NA
DFODQ,2021,2021-12-31,NA,NA,NA,NA,NA
DFS,2015,2015-12-31,-0.16541259607851355,NA,NA,NA,NA
DFS,2016,2016-12-31,0.37403017835693486,NA,NA,NA,NA
DFS,2017,2017-12-31,0.08917512135813199,NA,NA,NA,NA
DFS,2018,2018-12-31,-0.2179878335845068,0,0,0,0
DFS,2019,2019-12-31,0.4693762334339915,NA,NA,NA,NA
DFS,2020,2020-12-31,0.1013489087171522,NA,NA,NA,NA
DFS,2021,2021-12-31,0.30081994780121724,NA,NA,NA,NA
DG,2018,2018-12-31,0.17546942110586894,NA,NA,NA,NA
DG,2019,2019-12-31,0.4570571898398499,NA,NA,NA,NA
DG,2020,2020-12-31,0.3589276975552389,NA,NA,NA,NA
DG,2021,2021-12-31,0.1301002318863287,0,0,0,0
DGIT,2009,2009-12-31,NA,NA,NA,NA,NA
DGIT,2010,2010-12-31,NA,NA,NA,NA,NA
DGIT,2011,2011-12-31,NA,NA,NA,NA,NA
DGIT,2012,2012-12-31,NA,0,0,0,0
DGIT,2013,2013-12-31,0.1234567901234569,NA,NA,NA,NA
DGIT,2014,2014-12-31,-0.05259026687598112,NA,NA,NA,NA
DGIT,2015,2015-12-31,NA,NA,NA,NA,NA
DGIT,2016,2016-12-31,NA,NA,NA,NA,NA
DGX,2010,2010-12-31,-0.09953806857875667,NA,NA,NA,NA
DGX,2011,2011-12-31,0.08373062946444754,NA,NA,NA,NA
DGX,2012,2012-12-31,0.00546730216389534,NA,NA,NA,NA
DGX,2013,2013-12-31,-0.06859679823636844,0,0,0,0
DGX,2014,2014-12-31,0.28053333144306447,NA,NA,NA,NA
DGX,2015,2015-12-31,0.08370364916279094,NA,NA,NA,NA
DGX,2016,2016-12-31,0.31902711637339,NA,NA,NA,NA
DGX,2017,2017-12-31,0.09155310584391364,NA,NA,NA,NA
DHC,2005,2005-12-31,-0.04032809295967199,NA,NA,NA,NA
DHC,2006,2006-12-31,0.5535881257729189,NA,NA,NA,NA
DHC,2007,2007-12-31,-0.01713669733919431,NA,NA,NA,NA
DHC,2008,2008-12-31,-0.15401201992036706,0.2,0.2,0,0
DHC,2009,2009-12-31,0.32862134182970615,0.2,0.2,0,0
DHC,2010,2010-12-31,0.07023609341486692,0.2,0.2,0,0
DHC,2011,2011-12-31,0.09270995753713906,0.2,0.2,0,0
DHC,2012,2012-12-31,0.12237912645631588,0.2,0.2,0,0
DHC,2013,2013-12-31,-0.01520916212317247,0.2,0.2,0,0
DHC,2014,2014-12-31,0.06578868203902255,0.2,0.2,0,0
DHC,2015,2015-12-31,-0.2720589768952346,0.2,0.2,0,0
DHC,2016,2016-12-31,0.3860837176480574,0.2,0.2,0,0
DHC,2017,2017-12-31,0.093547925772533555,0.2,0.2,0,0
DHC,2018,2018-12-31,-0.3284291558726482,NA,NA,NA,NA
DHC,2019,2019-12-31,-0.21842044031628316,NA,NA,NA,NA
DHC,2020,2020-12-31,-0.49848025623735326,NA,NA,NA,NA
DHC,2021,2021-12-31,-0.2720864771068746,NA,NA,NA,NA
DHCPQ,2011,2011-12-31,NA,NA,NA,NA,NA
DHCPQ,2012,2012-12-31,NA,NA,NA,NA,NA
DHCPQ,2013,2013-12-31,NA,NA,NA,NA,NA
DHCPQ,2014,2014-12-31,NA,0,0,0,0
DHCPQ,2015,2015-12-31,NA,NA,NA,NA,NA
DHCPQ,2016,2016-12-31,NA,NA,NA,NA,NA
DHCPQ,2017,2017-12-31,NA,NA,NA,NA,NA
DHCPQ,2018,2018-12-31,NA,NA,NA,NA,NA
DIS,2010,2010-12-31,0.1758228504474042,NA,NA,NA,NA
DIS,2011,2011-12-31,0.01652149729270879,NA,NA,NA,NA
DIS,2012,2012-12-31,0.3307935865175551,NA,NA,NA,NA
DIS,2013,2013-12-31,0.5135662124077642,0.03,0.03,0,0
DIS,2014,2014-12-31,0.24852274510876993,0.03,0.03,0,0
DIS,2015,2015-12-31,0.12929880917927727,0.03,0.03,0,0
DIS,2016,2016-12-31,0.00671975037053762,0.03,0.03,0,0
DIS,2017,2017-12-31,0.04760184423760716,0.03,0.03,0,0
DIS,2018,2018-12-31,0.03607817693607695,0.03,0.03,0,0
DIS,2019,2019-12-31,0.33513502550622,0.03,0.03,0,0
DIS,2020,2020-12-31,0.2527137297685911,0.03,0.03,0,0
DIS,2021,2021-12-31,-0.13936417361490905,0.03,0.03,0,0
DISCA,2013,2013-12-31,0.3808796559481664,NA,NA,NA,NA
DISCA,2014,2014-12-31,-0.25438341914993956,NA,NA,NA,NA
DISCA,2015,2015-12-31,-0.2255442895342732,NA,NA,NA,NA
DISCA,2016,2016-12-31,0.02736131934032992,0,0,0,0
DISCA,2017,2017-12-31,-0.18350970448741333,NA,NA,NA,NA
DISCA,2018,2018-12-31,0.10545134519442988,NA,NA,NA,NA
DISCA,2019,2019-12-31,0.32336305578011304,NA,NA,NA,NA
DISCA,2020,2020-12-31,-0.08094080140862536,NA,NA,NA,NA
DK,2017,2017-12-31,0.487544728353162,NA,NA,NA,NA
DK,2018,2018-12-31,-0.04898481847840441,NA,NA,NA,NA
DK,2019,2019-12-31,0.06571169555821688,NA,NA,NA,NA
DK,2020,2020-12-31,-0.49557008835465,9.43,9.43,0,0
DK,2021,2021-12-31,-0.06285003111387677,NA,NA,NA,NA
DLTR,2011,2011-12-31,0.4819899614126262,NA,NA,NA,NA
DLTR,2012,2012-12-31,-0.04704613163277582,NA,NA,NA,NA
DLTR,2013,2013-12-31,0.41403496671503914,NA,NA,NA,NA
DLTR,2014,2014-12-31,0.2474299804122646,0,0,0,0
DLTR,2015,2015-12-31,0.09718676174424944,0,0,0,0
DLTR,2016,2016-12-31,-5.180134613050891e-4,0,0,0,0
DLTR,2017,2017-12-31,0.3903860844778438,0,0,0,0
DLTR,2018,2018-12-31,-0.1583263285495542,0,0,0,0
DLTR,2019,2019-12-31,0.04129764171833483,0,0,0,0
DLTR,2020,2020-12-31,0.1487506385300168,0,0,0,0
DLTR,2021,2021-12-31,0.30757129482070256,5.7,5.7,0,0
DNB,2007,2007-12-31,NA,NA,NA,NA,NA
DNB,2008,2008-12-31,NA,NA,NA,NA,NA
DNB,2009,2009-12-31,NA,NA,NA,NA,NA
DNB,2010,2010-12-31,NA,0,0,0,0
DNB,2011,2011-12-31,NA,NA,NA,NA,NA
DNB,2012,2012-12-31,NA,NA,NA,NA,NA
DNB,2013,2013-12-31,NA,NA,NA,NA,NA
DNB,2014,2014-12-31,NA,NA,NA,NA,NA
DNBF,2016,2016-12-31,NA,NA,NA,NA,NA
DNBF,2017,2017-12-31,NA,NA,NA,NA,NA
DNBF,2018,2018-12-31,NA,NA,NA,NA,NA
DNBF,2019,2019-12-31,NA,0,0,0,0
DNBF,2020,2020-12-31,NA,NA,NA,NA,NA
DNBF,2021,2021-12-31,NA,NA,NA,NA,NA
DNDNQ,2011,2011-12-31,NA,NA,NA,NA,NA
DNDNQ,2012,2012-12-31,NA,NA,NA,NA,NA
DNDNQ,2013,2013-12-31,NA,NA,NA,NA,NA
DNDNQ,2014,2014-12-31,NA,0,0,0,0
DNDNQ,2015,2015-12-31,NA,NA,NA,NA,NA
DNDNQ,2016,2016-12-31,NA,NA,NA,NA,NA
